master_id,primary_study_or_review_level,domain,instrument,threshold,definition_class,assessor,patient_reported,timing,composite_rule,any_one_domain_counts_as_response,validated_for_inph,mcid_source,notes,pdf,page_or_table,definition_class_norm,patient_reported_norm,validated_norm,mcid_norm,outcome_group,source_label_validated_threshold,general_instrument_validation_only,threshold_validated_for_inph_shunt_response,threshold_validation_status,patient_reported_clear,mcid_explicitly_unreported,mcid_not_applicable,instrument_validation_source_described,mcid_source_specific_to_inph_shunt_response,statistical_change_only,author_defined
FT-022,SYSTEMATIC_REVIEW_COMPONENT,Global response,Study-specific shunt response,Varied,AUTHOR_DEFINED,Mixed,Mixed,1 month to 5 years,Varied,INCERTO,INCERTO,NR,MRI-review component used heterogeneous postoperative definitions.,MESCLADOS 3,M3 pp.206–214,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-025,PRIMARY_STUDY_LEVEL,Quality of life,SF-36,Study-specific change; MCID rarely reported,PATIENT_CAREGIVER_REPORT,Patient/caregiver,YES,Post-shunt; varied,NA,NO,INCERTO,NR,QoL change should not be equated with clinical responder classification without threshold.,MESCLADOS 3,M3 pp.157–164,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Quality of life,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-025,PRIMARY_STUDY_LEVEL,Quality of life,EQ-5D,Study-specific change; MCID rarely reported,PATIENT_CAREGIVER_REPORT,Patient/caregiver,YES,Post-shunt; varied,NA,NO,INCERTO,NR,QoL change should not be equated with clinical responder classification without threshold.,MESCLADOS 3,M3 pp.157–164,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Quality of life,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-025,PRIMARY_STUDY_LEVEL,Quality of life,15D,Study-specific change; MCID rarely reported,PATIENT_CAREGIVER_REPORT,Patient/caregiver,YES,Post-shunt; varied,NA,NO,INCERTO,NR,QoL change should not be equated with clinical responder classification without threshold.,MESCLADOS 3,M3 pp.157–164,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Quality of life,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-025,PRIMARY_STUDY_LEVEL,Quality of life,Hydrocephalus Outcome Questionnaire / disease-specific QoL,Study-specific change; MCID rarely reported,PATIENT_CAREGIVER_REPORT,Patient/caregiver,YES,Post-shunt; varied,NA,NO,INCERTO,NR,QoL change should not be equated with clinical responder classification without threshold.,MESCLADOS 3,M3 pp.157–164,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Quality of life,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-025,PRIMARY_STUDY_LEVEL,Quality of life,Patient-reported global health,Study-specific change; MCID rarely reported,PATIENT_CAREGIVER_REPORT,Patient/caregiver,YES,Post-shunt; varied,NA,NO,INCERTO,NR,QoL change should not be equated with clinical responder classification without threshold.,MESCLADOS 3,M3 pp.157–164,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Quality of life,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-028,PRIMARY_STUDY_LEVEL,Global/triad response,Responder vs nonresponder classification,Study-specific clinical scale or judgment,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; 1 month to years,Varied,INCERTO,INCERTO,NR,Imaging accuracy is conditioned on heterogeneous reference-standard definitions.,MESCLADOS 3,M3 pp.106–156,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-029,PRIMARY_STUDY_LEVEL,Global/triad response,Responder vs nonresponder classification,Study-specific clinical scale or judgment,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; 1 month to years,Varied,INCERTO,INCERTO,NR,Imaging accuracy is conditioned on heterogeneous reference-standard definitions.,MESCLADOS 1,M1 pp.89–103,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-032,PRIMARY_STUDY_LEVEL,Global/triad response,Responder vs nonresponder classification,Study-specific clinical scale or judgment,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; 1 month to years,Varied,INCERTO,INCERTO,NR,Imaging accuracy is conditioned on heterogeneous reference-standard definitions.,MESCLADOS 2,M2 pp.184–191,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-031,PRIMARY_STUDY_LEVEL,Triad/global,iNPH Grading Scale,Study-specific,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Reference-standard heterogeneity affects DOR/AUC comparisons.,MESCLADOS 3,M3 pp.46–77,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-031,PRIMARY_STUDY_LEVEL,Function,modified Rankin Scale,Study-specific,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Reference-standard heterogeneity affects DOR/AUC comparisons.,MESCLADOS 3,M3 pp.46–77,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-031,PRIMARY_STUDY_LEVEL,Gait,TUG/walk tests,Study-specific,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Reference-standard heterogeneity affects DOR/AUC comparisons.,MESCLADOS 3,M3 pp.46–77,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-031,PRIMARY_STUDY_LEVEL,Global response,Clinical improvement/author-defined responder,Study-specific,AUTHOR_DEFINED,Mixed,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Reference-standard heterogeneity affects DOR/AUC comparisons.,MESCLADOS 3,M3 pp.46–77,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-036,PRIMARY_STUDY_LEVEL,Global/gait response,ELD response criteria,Study-specific clinical improvement during drainage,AUTHOR_DEFINED,Clinical assessor,Mixed,During/after extended drainage; post-shunt varied,Varied,INCERTO,INCERTO,NR,Only four small studies; wide confidence intervals.,MESCLADOS 2,M2 pp.141–148,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-038,PRIMARY_STUDY_LEVEL,Gait,18-m walk test,Study-specific change threshold,AUTHOR_DEFINED,Clinical/research assessor,NO,After trial CSF removal; varied,NA,NO,INCERTO,NR,"Diagnostic utility summarized, but index-test thresholds and reference standards varied.",MESCLADOS 2,M2 pp.248–259,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-038,PRIMARY_STUDY_LEVEL,Gait,Video-recorded gait assessment,Study-specific change threshold,AUTHOR_DEFINED,Clinical/research assessor,NO,After trial CSF removal; varied,NA,NO,INCERTO,NR,"Diagnostic utility summarized, but index-test thresholds and reference standards varied.",MESCLADOS 2,M2 pp.248–259,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-038,PRIMARY_STUDY_LEVEL,Gait,Timed Up and Go,Study-specific change threshold,VALIDATED_THRESHOLD,Clinical/research assessor,NO,After trial CSF removal; varied,NA,NO,INCERTO,NR,"Diagnostic utility summarized, but index-test thresholds and reference standards varied.",MESCLADOS 2,M2 pp.248–259,VALIDATED_THRESHOLD,NO,INCERTO,NR,Gait / mobility,TRUE,FALSE,FALSE,UNCLEAR_STUDY_SPECIFIC_THRESHOLD,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-038,PRIMARY_STUDY_LEVEL,Cognition,Cognitive test battery,Study-specific change threshold,AUTHOR_DEFINED,Clinical/research assessor,NO,After trial CSF removal; varied,NA,NO,INCERTO,NR,"Diagnostic utility summarized, but index-test thresholds and reference standards varied.",MESCLADOS 2,M2 pp.248–259,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-041,PRIMARY_STUDY_LEVEL,Cognition,MMSE,Mean pre-post change,STATISTICAL_CHANGE_ONLY,Neuropsychological assessor,NO,Post-shunt; varied,NA,NO,INCERTO,NR,Meta-analysis of group mean change is not an individual clinically significant response threshold.,MESCLADOS 2,M2 pp.203–211,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-041,PRIMARY_STUDY_LEVEL,Cognition,Learning/memory tests,Mean pre-post change,STATISTICAL_CHANGE_ONLY,Neuropsychological assessor,NO,Post-shunt; varied,NA,NO,INCERTO,NR,Meta-analysis of group mean change is not an individual clinically significant response threshold.,MESCLADOS 2,M2 pp.203–211,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-041,PRIMARY_STUDY_LEVEL,Cognition,Executive-function tests,Mean pre-post change,STATISTICAL_CHANGE_ONLY,Neuropsychological assessor,NO,Post-shunt; varied,NA,NO,INCERTO,NR,Meta-analysis of group mean change is not an individual clinically significant response threshold.,MESCLADOS 2,M2 pp.203–211,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-041,PRIMARY_STUDY_LEVEL,Cognition,Psychomotor-speed tests,Mean pre-post change,STATISTICAL_CHANGE_ONLY,Neuropsychological assessor,NO,Post-shunt; varied,NA,NO,INCERTO,NR,Meta-analysis of group mean change is not an individual clinically significant response threshold.,MESCLADOS 2,M2 pp.203–211,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-043,PRIMARY_STUDY_LEVEL,Gait,18-m walk / ordinal gait scale / iNPHGS,Study-specific,AUTHOR_DEFINED,Clinical/research assessor,Mixed,"1–8 h, 1–2 days, or 3 h after tap",At least two symptom domains required by review,INCERTO,INCERTO,NR,Post-shunt follow-up had to be at least 3 months.,MESCLADOS 2,M2 pp.122–128; Tables 1–3,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-043,PRIMARY_STUDY_LEVEL,Cognition,MMSE and neuropsychological tests,Study-specific,AUTHOR_DEFINED,Clinical/research assessor,Mixed,Hours to 7 days after tap,At least two symptom domains required by review,INCERTO,INCERTO,NR,Post-shunt follow-up had to be at least 3 months.,MESCLADOS 2,M2 pp.122–128; Tables 1–3,AUTHOR_DEFINED,MIXED,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-043,PRIMARY_STUDY_LEVEL,Urinary,Ordinal scale / iNPHGS,Study-specific,AUTHOR_DEFINED,Clinical/research assessor,Mixed,Hours to 7 days after tap,At least two symptom domains required by review,INCERTO,INCERTO,NR,Post-shunt follow-up had to be at least 3 months.,MESCLADOS 2,M2 pp.122–128; Tables 1–3,AUTHOR_DEFINED,MIXED,INCERTO,NR,Urinary,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-044,PRIMARY_STUDY_LEVEL,Global response,NPH scale / mRS / functional grade / institutional criteria,Study-specific improvement,AUTHOR_DEFINED,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Outcome systems differed across nine studies.,MESCLADOS 2,M2 pp.1–9; Table 1,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-045,REVIEW_LEVEL,Global response,Good/excellent or clinically significant improvement,Study-specific,AUTHOR_DEFINED,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Response rates ranged widely because definitions and follow-up differed.,MESCLADOS 3,M3 pp.165–171,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-050,GUIDELINE_LEVEL,Global response,Supplemental prognostic-test reference standard,Clinical improvement after shunt,CLINICAL_JUDGMENT,Clinical team,Mixed,Post-shunt; varied,Varied,INCERTO,NO,NR,Guideline-level evidence tables; response definitions were not standardized.,MESCLADOS 2,M2 pp.88–99,CLINICAL_JUDGMENT,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-051,GUIDELINE_LEVEL,Global,Clinician-rated global change,Study-specific,AUTHOR_DEFINED,Clinician/patient/caregiver,MIXED,Post-shunt; short and long term,Separate and composite outcomes,INCERTO,INCERTO,NR,Guideline emphasizes systematic multidomain follow-up.,MESCLADOS 2,M2 pp.10–22,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-051,GUIDELINE_LEVEL,Perceived benefit,Patient/caregiver subjective report,Study-specific,PATIENT_CAREGIVER_REPORT,Clinician/patient/caregiver,YES,Post-shunt; short and long term,Separate and composite outcomes,INCERTO,INCERTO,NR,Guideline emphasizes systematic multidomain follow-up.,MESCLADOS 2,M2 pp.10–22,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-051,GUIDELINE_LEVEL,Gait,Gait measures,Study-specific,AUTHOR_DEFINED,Clinician/patient/caregiver,MIXED,Post-shunt; short and long term,Separate and composite outcomes,INCERTO,INCERTO,NR,Guideline emphasizes systematic multidomain follow-up.,MESCLADOS 2,M2 pp.10–22,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-051,GUIDELINE_LEVEL,Cognition,Cognitive measures,Study-specific,AUTHOR_DEFINED,Clinician/patient/caregiver,MIXED,Post-shunt; short and long term,Separate and composite outcomes,INCERTO,INCERTO,NR,Guideline emphasizes systematic multidomain follow-up.,MESCLADOS 2,M2 pp.10–22,AUTHOR_DEFINED,MIXED,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-051,GUIDELINE_LEVEL,Urinary,Urinary scales,Study-specific,AUTHOR_DEFINED,Clinician/patient/caregiver,MIXED,Post-shunt; short and long term,Separate and composite outcomes,INCERTO,INCERTO,NR,Guideline emphasizes systematic multidomain follow-up.,MESCLADOS 2,M2 pp.10–22,AUTHOR_DEFINED,MIXED,INCERTO,NR,Urinary,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-053,PRIMARY_STUDY_LEVEL,Global/function/safety,Stein–Langfitt grading scale,Improvement by ≥1 grade in specified domains,AUTHOR_DEFINED,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Historical review includes multiple non-equivalent definitions.,MESCLADOS 1,M1 pp.205–225; criteria tables,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-053,PRIMARY_STUDY_LEVEL,Global/function/safety,NPH scale / modified Rankin Scale,Study-specific grade/percentage change,AUTHOR_DEFINED,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Historical review includes multiple non-equivalent definitions.,MESCLADOS 1,M1 pp.205–225; criteria tables,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-053,PRIMARY_STUDY_LEVEL,Global/function/safety,Good/excellent/marked/considerable improvement,Author narrative categories,CLINICAL_JUDGMENT,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Historical review includes multiple non-equivalent definitions.,MESCLADOS 1,M1 pp.205–225; criteria tables,CLINICAL_JUDGMENT,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-053,PRIMARY_STUDY_LEVEL,Global/function/safety,Permanent neurological deficit or death,Explicit safety endpoint,AUTHOR_DEFINED,Clinical assessor,Mixed,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Historical review includes multiple non-equivalent definitions.,MESCLADOS 1,M1 pp.205–225; criteria tables,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-059,PRIMARY_STUDY_LEVEL,Global,Subjective symptom improvement,Patient-reported improvement,PATIENT_CAREGIVER_REPORT,Independent observer/clinician,YES,≥3 months; key controlled data at 6 months,Varied,INCERTO,INCERTO,NR,Guideline classes evidence by study design; no universal response MCID.,MESCLADOS 1,M1 pp.182–190,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-059,PRIMARY_STUDY_LEVEL,Gait,18-m walking test / gait measures,Study-specific objective improvement,AUTHOR_DEFINED,Independent observer/clinician,NO,≥3 months; key controlled data at 6 months,Varied,INCERTO,INCERTO,NR,Guideline classes evidence by study design; no universal response MCID.,MESCLADOS 1,M1 pp.182–190,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-059,PRIMARY_STUDY_LEVEL,Global/triad,NPH scale,Study-specific score improvement,AUTHOR_DEFINED,Independent observer/clinician,NO,≥3 months; key controlled data at 6 months,Varied,INCERTO,INCERTO,NR,Guideline classes evidence by study design; no universal response MCID.,MESCLADOS 1,M1 pp.182–190,AUTHOR_DEFINED,NO,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-059,PRIMARY_STUDY_LEVEL,Global clinical impression,CIBIC-Plus,Marked/moderate/minimal categories with caregiver interview,PATIENT_CAREGIVER_REPORT,Independent observer/clinician,YES,≥3 months; key controlled data at 6 months,Varied,INCERTO,INCERTO,NR,Guideline classes evidence by study design; no universal response MCID.,MESCLADOS 1,M1 pp.182–190,PATIENT_CAREGIVER_REPORT,YES,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-019,REVIEW_LEVEL,Survival,Overall survival reconstructed from Kaplan–Meier curves,Death from any cause; baseline severity strata,TIME_TO_EVENT,Registry/medical record,NO,Up to approximately 13 years,None,NA,YES for mortality; severity scales established,NA,Survival is patient-centered but is not synonymous with symptomatic shunt response.,MESCLADOS 3,M3 pp.181–193,TIME_TO_EVENT,NO,YES_FOR_MORTALITY_SEVERITY_SCALES_ESTABLISHED,,Survival,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
