effect_id,master_id,analysis_cell,microcell_id,predictor,outcome,time,effect_measure,threshold,source_type,umbrella_role,selected_as_anchor,own_cohort_or_hybrid_excluded,exact_microcell_fields_present,complete_estimate_and_interval,paired_accuracy_reporting_available,robis_consensus_overall,primary_study_list_status,n_unique_primary_studies,studies_k,participants_n,search_end_date,year,selection_or_exclusion_reason,hierarchy
FE-0133,FT-021,AI_MODELS,AI_MODELS | AI models reporting AUC | Shunt response | Varied | AUC range | NR,AI models reporting AUC,Shunt response,Varied,AUC range,NR,CODEX_COMPLEMENTARY_EXTRACTION,EXPLORATORY_NO_POOL,False,False,True,True,False,UNCLEAR,INCOMPLETE_OR_PLACEHOLDER,8,4,NR,NR,2024,Exploratory or non-comparable estimate; retained descriptively and not eligible as an anchor.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0074,FT-036,ELD_DTA,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | Sensitivity | Study-specific ELD response,Extended lumbar drainage,Post-shunt response,Varied,Sensitivity,Study-specific ELD response,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,4,4,84,NR,2020,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0075,FT-036,ELD_DTA,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | Specificity | Study-specific ELD response,Extended lumbar drainage,Post-shunt response,Varied,Specificity,Study-specific ELD response,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,4,4,84,NR,2020,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0134,FT-024,GAIT_CHANGE,GAIT_CHANGE | Tap responders | Gait velocity after tap | After CSF tap test | Hedges g | NR,Tap responders,Gait velocity after tap,After CSF tap test,Hedges g,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,LOW,INCOMPLETE_OR_PLACEHOLDER,17,,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0035,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Age | Global shunt response | 1 month | OR | per year,Age,Global shunt response,1 month,OR,per year,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0036,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Age | Global shunt response | 1 year | OR | per year,Age,Global shunt response,1 year,OR,per year,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0056,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Aqueductal CSF flow / flow void imaging | Shunt response | Varied | Pooled sensitivity | Study-specific,Aqueductal CSF flow / flow void imaging,Shunt response,Varied,Pooled sensitivity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,HIGH,OWN_COHORT_ONLY,21,NÃO EXTRAÍVEL,NR,4 February 2022,2024,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0057,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Aqueductal CSF flow / flow void imaging | Shunt response | Varied | Pooled specificity | Study-specific,Aqueductal CSF flow / flow void imaging,Shunt response,Varied,Pooled specificity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,HIGH,OWN_COHORT_ONLY,21,NÃO EXTRAÍVEL,NR,4 February 2022,2024,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0051,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Callosal angle | Global shunt response | 1 month | OR | <63° vs ≥63°,Callosal angle,Global shunt response,1 month,OR,<63° vs ≥63°,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0049,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Callosal angle | Global shunt response | 1 month | OR | <90° vs ≥90°,Callosal angle,Global shunt response,1 month,OR,<90° vs ≥90°,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0052,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Callosal angle | Global shunt response | 1 year | OR | <63° vs ≥63°,Callosal angle,Global shunt response,1 year,OR,<63° vs ≥63°,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0050,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Callosal angle | Global shunt response | 1 year | OR | <90° vs ≥90°,Callosal angle,Global shunt response,1 year,OR,<90° vs ≥90°,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0041,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | DESH | Global shunt response | 1 month | OR | present vs absent,DESH,Global shunt response,1 month,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0042,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | DESH | Global shunt response | 1 year | OR | present vs absent,DESH,Global shunt response,1 year,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0039,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Drainage test response | Global shunt response | 1 month | OR | positive vs negative,Drainage test response,Global shunt response,1 month,OR,positive vs negative,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0040,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Drainage test response | Global shunt response | 1 year | OR | positive vs negative,Drainage test response,Global shunt response,1 year,OR,positive vs negative,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0047,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Evans index | Global shunt response | 1 month | OR | >0.4 vs ≤0.4,Evans index,Global shunt response,1 month,OR,>0.4 vs ≤0.4,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0048,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Evans index | Global shunt response | 1 year | OR | >0.4 vs ≤0.4,Evans index,Global shunt response,1 year,OR,>0.4 vs ≤0.4,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0045,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | High-convexity tightness | Global shunt response | 1 month | OR | present vs absent,High-convexity tightness,Global shunt response,1 month,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0046,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | High-convexity tightness | Global shunt response | 1 year | OR | present vs absent,High-convexity tightness,Global shunt response,1 year,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0037,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Male sex | Global shunt response | 1 month | OR | male vs female,Male sex,Global shunt response,1 month,OR,male vs female,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0038,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Male sex | Global shunt response | 1 year | OR | male vs female,Male sex,Global shunt response,1 year,OR,male vs female,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0055,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Shunt surgery | Any complication | Follow-up through 1 year | Proportion (%) | NR,Shunt surgery,Any complication,Follow-up through 1 year,Proportion (%),,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,False,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0053,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Shunt surgery | Global shunt response | 1 month | Proportion (%) | NR,Shunt surgery,Global shunt response,1 month,Proportion (%),,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,False,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0054,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Shunt surgery | Global shunt response | 1 year | Proportion (%) | NR,Shunt surgery,Global shunt response,1 year,Proportion (%),,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,False,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0043,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Sylvian fissure enlargement | Global shunt response | 1 month | OR | present vs absent,Sylvian fissure enlargement,Global shunt response,1 month,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0044,FT-022,HYBRID_REVIEW_OWN_COHORT,HYBRID_REVIEW_OWN_COHORT | Sylvian fissure enlargement | Global shunt response | 1 year | OR | present vs absent,Sylvian fissure enlargement,Global shunt response,1 year,OR,present vs absent,OWN_COHORT,EXCLUDE_FROM_UMBRELLA_POOL,False,True,True,True,False,HIGH,OWN_COHORT_ONLY,21,NR,192,4 February 2022,2024,Excluded before ranking: authors' own cohort or hybrid primary-study estimate.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0033,FT-012,LIT_DTA,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,Lumbar infusion test,Post-shunt clinical response,Varied,Sensitivity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,COMPLETE_PREPRINT_LIST_ACCEPTED_ABSTRACT_UPDATE,14,5,368,22 October 2025,2026,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0034,FT-012,LIT_DTA,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Specificity | Study-specific,Lumbar infusion test,Post-shunt clinical response,Varied,Specificity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,COMPLETE_PREPRINT_LIST_ACCEPTED_ABSTRACT_UPDATE,14,5,368,22 October 2025,2026,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0016,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Agitation prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Agitation prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,NR,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0017,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Anxiety prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Anxiety prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,NR,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0014,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Apathy prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Apathy prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,293,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0015,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Depression prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Depression prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,7670,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0018,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Disinhibition prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Disinhibition prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,136,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0019,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH population | Psychotic syndromes prevalence | Cross-sectional baseline | Pooled prevalence (%) | NR,iNPH population,Psychotic syndromes prevalence,Cross-sectional baseline,Pooled prevalence (%),,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,NR,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0021,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH treatment (mostly shunt) | Depression score change | Post-treatment; varied | SMD | NR,iNPH treatment (mostly shunt),Depression score change,Post-treatment; varied,SMD,,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,NR,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
